,pid,hid,freq,activity,seq,start time,end time,duration,zone
224,12052000_12052000_11117,12052000_12052000_11117,,home,3,1900-01-01 15:27:57,1900-01-02 00:00:00,8:32:03,
225,12052000_12052000_11118,12052000_12052000_11118,,home,1,1900-01-01 00:00:00,1900-01-01 06:52:34,6:52:34,
226,12052000_12052000_11118,12052000_12052000_11118,,work,2,1900-01-01 06:52:34,1900-01-01 14:53:27,8:00:53,
227,12052000_12052000_11118,12052000_12052000_11118,,home,3,1900-01-01 14:53:27,1900-01-02 00:00:00,9:06:33,
228,12052000_12052000_1112,12052000_12052000_1112,,home,1,1900-01-01 00:00:00,1900-01-01 07:01:13,7:01:13,
229,12052000_12052000_1112,12052000_12052000_1112,,work,2,1900-01-01 07:01:13,1900-01-01 07:19:56,0:18:43,
230,12052000_12052000_1112,12052000_12052000_1112,,work,3,1900-01-01 07:19:56,1900-01-01 14:49:18,7:29:22,
231,12052000_12052000_1112,12052000_12052000_1112,,work,4,1900-01-01 14:49:18,1900-01-01 15:22:21,0:33:03,
232,12052000_12052000_1112,12052000_12052000_1112,,home,5,1900-01-01 15:22:21,1900-01-02 00:00:00,8:37:39,
233,12052000_12052000_11144,12052000_12052000_11144,,home,1,1900-01-01 00:00:00,1900-01-01 07:26:39,7:26:39,
234,12052000_12052000_11144,12052000_12052000_11144,,work,2,1900-01-01 07:38:54,1900-01-01 07:54:14,0:15:20,
235,12052000_12052000_11144,12052000_12052000_11144,,work,3,1900-01-01 07:54:14,1900-01-01 15:39:52,7:45:38,
236,12052000_12052000_11144,12052000_12052000_11144,,work,4,1900-01-01 15:39:52,1900-01-01 16:05:59,0:26:07,
237,12052000_12052000_11144,12052000_12052000_11144,,home,5,1900-01-01 16:18:14,1900-01-02 00:00:00,7:41:46,
238,12052000_12052000_11148,12052000_12052000_11148,,home,1,1900-01-01 00:00:00,1900-01-01 07:46:50,7:46:50,
239,12052000_12052000_11148,12052000_12052000_11148,,work,2,1900-01-01 07:46:50,1900-01-01 16:47:08,9:00:18,
240,12052000_12052000_11148,12052000_12052000_11148,,home,3,1900-01-01 16:47:08,1900-01-02 00:00:00,7:12:52,
241,12052000_12052000_11167,12052000_12052000_11167,,home,1,1900-01-01 00:00:00,1900-01-01 07:33:44,7:33:44,
242,12052000_12052000_11167,12052000_12052000_11167,,work,2,1900-01-01 07:33:44,1900-01-01 16:32:35,8:58:51,
243,12052000_12052000_11167,12052000_12052000_11167,,home,3,1900-01-01 17:25:27,1900-01-02 00:00:00,6:34:33,
244,12052000_12052000_11192,12052000_12052000_11192,,home,1,1900-01-01 00:00:00,1900-01-01 08:11:54,8:11:54,
245,12052000_12052000_11192,12052000_12052000_11192,,work,2,1900-01-01 08:11:54,1900-01-01 16:14:33,8:02:39,
246,12052000_12052000_11192,12052000_12052000_11192,,home,3,1900-01-01 16:14:33,1900-01-02 00:00:00,7:45:27,
247,12052000_12052000_11206,12052000_12052000_11206,,home,1,1900-01-01 00:00:00,1900-01-01 06:43:10,6:43:10,
248,12052000_12052000_11206,12052000_12052000_11206,,work,2,1900-01-01 06:43:10,1900-01-01 14:24:57,7:41:47,
249,12052000_12052000_11206,12052000_12052000_11206,,home,3,1900-01-01 14:24:57,1900-01-02 00:00:00,9:35:03,
250,12052000_12052000_11209,12052000_12052000_11209,,home,1,1900-01-01 00:00:00,1900-01-01 07:03:45,7:03:45,
251,12052000_12052000_11209,12052000_12052000_11209,,work,2,1900-01-01 07:03:45,1900-01-01 15:23:37,8:19:52,
252,12052000_12052000_11209,12052000_12052000_11209,,home,3,1900-01-01 15:23:37,1900-01-02 00:00:00,8:36:23,
253,12052000_12052000_11214,12052000_12052000_11214,,home,1,1900-01-01 00:00:00,1900-01-01 07:53:48,7:53:48,
254,12052000_12052000_11214,12052000_12052000_11214,,work,2,1900-01-01 08:35:33,1900-01-01 16:00:05,7:24:32,
255,12052000_12052000_11214,12052000_12052000_11214,,home,3,1900-01-01 16:00:05,1900-01-02 00:00:00,7:59:55,
256,12052000_12052000_11221,12052000_12052000_11221,,home,1,1900-01-01 00:00:00,1900-01-01 06:56:04,6:56:04,
257,12052000_12052000_11221,12052000_12052000_11221,,work,2,1900-01-01 06:56:04,1900-01-01 15:30:18,8:34:14,
258,12052000_12052000_11221,12052000_12052000_11221,,home,3,1900-01-01 15:30:18,1900-01-02 00:00:00,8:29:42,
259,12052000_12052000_11230,12052000_12052000_11230,,home,1,1900-01-01 00:00:00,1900-01-01 06:09:28,6:09:28,
260,12052000_12052000_11230,12052000_12052000_11230,,work,2,1900-01-01 06:09:28,1900-01-01 15:14:28,9:05:00,
261,12052000_12052000_11230,12052000_12052000_11230,,home,3,1900-01-01 15:14:28,1900-01-02 00:00:00,8:45:32,
262,12052000_12052000_11299,12052000_12052000_11299,,home,1,1900-01-01 00:00:00,1900-01-01 08:05:35,8:05:35,
263,12052000_12052000_11299,12052000_12052000_11299,,work,2,1900-01-01 08:05:35,1900-01-01 16:27:11,8:21:36,
264,12052000_12052000_11299,12052000_12052000_11299,,home,3,1900-01-01 16:27:11,1900-01-02 00:00:00,7:32:49,
265,12052000_12052000_113,12052000_12052000_113,,home,1,1900-01-01 00:00:00,1900-01-01 07:35:32,7:35:32,
266,12052000_12052000_113,12052000_12052000_113,,work,2,1900-01-01 07:35:32,1900-01-01 16:13:10,8:37:38,
267,12052000_12052000_113,12052000_12052000_113,,home,3,1900-01-01 16:13:10,1900-01-02 00:00:00,7:46:50,
268,12052000_12052000_11313,12052000_12052000_11313,,home,1,1900-01-01 00:00:00,1900-01-01 07:10:28,7:10:28,
269,12052000_12052000_11313,12052000_12052000_11313,,work,2,1900-01-01 07:10:28,1900-01-01 15:08:33,7:58:05,
270,12052000_12052000_11313,12052000_12052000_11313,,home,3,1900-01-01 15:08:33,1900-01-02 00:00:00,8:51:27,
271,12052000_12052000_11331,12052000_12052000_11331,,home,1,1900-01-01 00:00:00,1900-01-01 07:18:56,7:18:56,
272,12052000_12052000_11331,12052000_12052000_11331,,work,2,1900-01-01 07:18:56,1900-01-01 16:26:57,9:08:01,
273,12052000_12052000_11331,12052000_12052000_11331,,home,3,1900-01-01 16:26:57,1900-01-02 00:00:00,7:33:03,
274,12052000_12052000_11334,12052000_12052000_11334,,home,1,1900-01-01 00:00:00,1900-01-01 08:18:42,8:18:42,
275,12052000_12052000_11334,12052000_12052000_11334,,work,2,1900-01-01 08:18:42,1900-01-01 16:46:29,8:27:47,
276,12052000_12052000_11334,12052000_12052000_11334,,home,3,1900-01-01 16:46:29,1900-01-02 00:00:00,7:13:31,
277,12052000_12052000_11368,12052000_12052000_11368,,home,1,1900-01-01 00:00:00,1900-01-01 07:33:39,7:33:39,
278,12052000_12052000_11368,12052000_12052000_11368,,work,2,1900-01-01 07:33:39,1900-01-01 15:45:13,8:11:34,
279,12052000_12052000_11368,12052000_12052000_11368,,home,3,1900-01-01 15:45:13,1900-01-02 00:00:00,8:14:47,
280,12052000_12052000_11375,12052000_12052000_11375,,home,1,1900-01-01 00:00:00,1900-01-01 07:43:31,7:43:31,
281,12052000_12052000_11375,12052000_12052000_11375,,work,2,1900-01-01 07:43:31,1900-01-01 16:22:46,8:39:15,
282,12052000_12052000_11375,12052000_12052000_11375,,home,3,1900-01-01 16:22:46,1900-01-02 00:00:00,7:37:14,
283,12052000_12052000_11379,12052000_12052000_11379,,home,1,1900-01-01 00:00:00,1900-01-01 06:43:54,6:43:54,
284,12052000_12052000_11379,12052000_12052000_11379,,work,2,1900-01-01 06:43:54,1900-01-01 14:53:57,8:10:03,
285,12052000_12052000_11379,12052000_12052000_11379,,home,3,1900-01-01 14:53:57,1900-01-02 00:00:00,9:06:03,
286,12052000_12052000_11393,12052000_12052000_11393,,home,1,1900-01-01 00:00:00,1900-01-01 07:40:07,7:40:07,
287,12052000_12052000_11393,12052000_12052000_11393,,work,2,1900-01-01 07:40:07,1900-01-01 16:46:12,9:06:05,
288,12052000_12052000_11393,12052000_12052000_11393,,home,3,1900-01-01 16:46:12,1900-01-02 00:00:00,7:13:48,
289,12052000_12052000_11400,12052000_12052000_11400,,home,1,1900-01-01 00:00:00,1900-01-01 07:40:37,7:40:37,
290,12052000_12052000_11400,12052000_12052000_11400,,work,2,1900-01-01 08:29:34,1900-01-01 16:21:49,7:52:15,
291,12052000_12052000_11400,12052000_12052000_11400,,home,3,1900-01-01 17:10:46,1900-01-02 00:00:00,6:49:14,
292,12052000_12052000_11414,12052000_12052000_11414,,home,1,1900-01-01 00:00:00,1900-01-01 07:01:50,7:01:50,
293,12052000_12052000_11414,12052000_12052000_11414,,work,2,1900-01-01 07:01:50,1900-01-01 16:00:20,8:58:30,
294,12052000_12052000_11414,12052000_12052000_11414,,home,3,1900-01-01 16:00:20,1900-01-02 00:00:00,7:59:40,
295,12052000_12052000_11473,12052000_12052000_11473,,home,1,1900-01-01 00:00:00,1900-01-01 07:26:05,7:26:05,
296,12052000_12052000_11473,12052000_12052000_11473,,work,2,1900-01-01 07:26:05,1900-01-01 15:12:57,7:46:52,
297,12052000_12052000_11473,12052000_12052000_11473,,home,3,1900-01-01 15:12:57,1900-01-02 00:00:00,8:47:03,
298,12052000_12052000_11478,12052000_12052000_11478,,home,1,1900-01-01 00:00:00,1900-01-01 06:54:04,6:54:04,
299,12052000_12052000_11478,12052000_12052000_11478,,work,2,1900-01-01 07:24:25,1900-01-01 17:05:25,9:41:00,
300,12052000_12052000_11478,12052000_12052000_11478,,home,3,1900-01-01 17:35:46,1900-01-02 00:00:00,6:24:14,
301,12052000_12052000_11508,12052000_12052000_11508,,home,1,1900-01-01 00:00:00,1900-01-01 08:12:55,8:12:55,
302,12052000_12052000_11508,12052000_12052000_11508,,work,2,1900-01-01 08:12:55,1900-01-01 17:16:13,9:03:18,
303,12052000_12052000_11508,12052000_12052000_11508,,home,3,1900-01-01 17:16:13,1900-01-02 00:00:00,6:43:47,
304,12052000_12052000_11528,12052000_12052000_11528,,home,1,1900-01-01 00:00:00,1900-01-01 07:18:00,7:18:00,
305,12052000_12052000_11528,12052000_12052000_11528,,work,2,1900-01-01 07:18:00,1900-01-01 07:43:00,0:25:00,
306,12052000_12052000_11528,12052000_12052000_11528,,work,3,1900-01-01 07:43:00,1900-01-01 15:28:53,7:45:53,
307,12052000_12052000_11528,12052000_12052000_11528,,work,4,1900-01-01 15:28:53,1900-01-01 15:57:25,0:28:32,
308,12052000_12052000_11528,12052000_12052000_11528,,home,5,1900-01-01 15:57:25,1900-01-02 00:00:00,8:02:35,
309,12052000_12052000_11536,12052000_12052000_11536,,home,1,1900-01-01 00:00:00,1900-01-01 06:09:44,6:09:44,
310,12052000_12052000_11536,12052000_12052000_11536,,work,2,1900-01-01 06:09:44,1900-01-01 14:23:04,8:13:20,
311,12052000_12052000_11536,12052000_12052000_11536,,home,3,1900-01-01 14:23:04,1900-01-02 00:00:00,9:36:56,
312,12052000_12052000_11605,12052000_12052000_11605,,home,1,1900-01-01 00:00:00,1900-01-01 07:14:46,7:14:46,
313,12052000_12052000_11605,12052000_12052000_11605,,work,2,1900-01-01 07:14:46,1900-01-01 15:19:56,8:05:10,
314,12052000_12052000_11605,12052000_12052000_11605,,home,3,1900-01-01 15:19:56,1900-01-02 00:00:00,8:40:04,
315,12052000_12052000_11618,12052000_12052000_11618,,home,1,1900-01-01 00:00:00,1900-01-01 06:50:30,6:50:30,
316,12052000_12052000_11618,12052000_12052000_11618,,work,2,1900-01-01 06:50:30,1900-01-01 14:53:34,8:03:04,
317,12052000_12052000_11618,12052000_12052000_11618,,home,3,1900-01-01 14:53:34,1900-01-02 00:00:00,9:06:26,
318,12052000_12052000_11681,12052000_12052000_11681,,home,1,1900-01-01 00:00:00,1900-01-01 07:55:23,7:55:23,
319,12052000_12052000_11681,12052000_12052000_11681,,work,2,1900-01-01 07:55:23,1900-01-01 16:10:37,8:15:14,
320,12052000_12052000_11681,12052000_12052000_11681,,home,3,1900-01-01 16:10:37,1900-01-01 17:35:20,1:24:43,
321,12052000_12052000_11681,12052000_12052000_11681,,work,4,1900-01-01 17:41:04,1900-01-01 19:17:05,1:36:01,
322,12052000_12052000_11681,12052000_12052000_11681,,home,5,1900-01-01 19:22:49,1900-01-02 00:00:00,4:37:11,
323,12052000_12052000_11682,12052000_12052000_11682,,home,1,1900-01-01 00:00:00,1900-01-01 07:25:22,7:25:22,
324,12052000_12052000_11682,12052000_12052000_11682,,work,2,1900-01-01 07:25:22,1900-01-01 16:21:46,8:56:24,
325,12052000_12052000_11682,12052000_12052000_11682,,home,3,1900-01-01 16:21:46,1900-01-02 00:00:00,7:38:14,
326,12052000_12052000_11735,12052000_12052000_11735,,home,1,1900-01-01 00:00:00,1900-01-01 07:13:08,7:13:08,
327,12052000_12052000_11735,12052000_12052000_11735,,work,2,1900-01-01 07:13:08,1900-01-01 15:00:50,7:47:42,
328,12052000_12052000_11735,12052000_12052000_11735,,home,3,1900-01-01 15:00:50,1900-01-02 00:00:00,8:59:10,
329,12052000_12052000_11772,12052000_12052000_11772,,home,1,1900-01-01 00:00:00,1900-01-01 08:21:10,8:21:10,
330,12052000_12052000_11772,12052000_12052000_11772,,work,2,1900-01-01 08:21:10,1900-01-01 15:15:38,6:54:28,
331,12052000_12052000_11772,12052000_12052000_11772,,home,3,1900-01-01 15:15:38,1900-01-02 00:00:00,8:44:22,
332,12052000_12052000_11792,12052000_12052000_11792,,home,1,1900-01-01 00:00:00,1900-01-01 07:22:22,7:22:22,
333,12052000_12052000_11792,12052000_12052000_11792,,work,2,1900-01-01 07:22:22,1900-01-01 08:12:27,0:50:05,
334,12052000_12052000_11792,12052000_12052000_11792,,work,3,1900-01-01 08:12:27,1900-01-01 15:43:36,7:31:09,
335,12052000_12052000_11792,12052000_12052000_11792,,work,4,1900-01-01 15:43:36,1900-01-01 15:54:43,0:11:07,
336,12052000_12052000_11792,12052000_12052000_11792,,home,5,1900-01-01 15:54:43,1900-01-02 00:00:00,8:05:17,
337,12052000_12052000_11823,12052000_12052000_11823,,home,1,1900-01-01 00:00:00,1900-01-01 06:42:40,6:42:40,
338,12052000_12052000_11823,12052000_12052000_11823,,work,2,1900-01-01 06:42:40,1900-01-01 15:03:56,8:21:16,
339,12052000_12052000_11823,12052000_12052000_11823,,home,3,1900-01-01 15:03:56,1900-01-02 00:00:00,8:56:04,
340,12052000_12052000_11836,12052000_12052000_11836,,home,1,1900-01-01 00:00:00,1900-01-01 07:09:50,7:09:50,
341,12052000_12052000_11836,12052000_12052000_11836,,work,2,1900-01-01 07:09:50,1900-01-01 15:06:20,7:56:30,
342,12052000_12052000_11836,12052000_12052000_11836,,home,3,1900-01-01 15:06:20,1900-01-02 00:00:00,8:53:40,
343,12052000_12052000_11864,12052000_12052000_11864,,home,1,1900-01-01 00:00:00,1900-01-01 06:54:55,6:54:55,
344,12052000_12052000_11864,12052000_12052000_11864,,work,2,1900-01-01 06:54:55,1900-01-01 15:32:24,8:37:29,
345,12052000_12052000_11864,12052000_12052000_11864,,home,3,1900-01-01 15:32:24,1900-01-02 00:00:00,8:27:36,
346,12052000_12052000_11873,12052000_12052000_11873,,home,1,1900-01-01 00:00:00,1900-01-01 06:07:06,6:07:06,
347,12052000_12052000_11873,12052000_12052000_11873,,work,2,1900-01-01 06:07:06,1900-01-01 14:48:27,8:41:21,
348,12052000_12052000_11873,12052000_12052000_11873,,home,3,1900-01-01 15:28:06,1900-01-02 00:00:00,8:31:54,
349,12052000_12052000_11879,12052000_12052000_11879,,home,1,1900-01-01 00:00:00,1900-01-01 06:58:41,6:58:41,
350,12052000_12052000_11879,12052000_12052000_11879,,work,2,1900-01-01 06:58:41,1900-01-01 15:42:41,8:44:00,
351,12052000_12052000_11879,12052000_12052000_11879,,home,3,1900-01-01 15:42:41,1900-01-02 00:00:00,8:17:19,
352,12052000_12052000_11892,12052000_12052000_11892,,home,1,1900-01-01 00:00:00,1900-01-01 08:12:51,8:12:51,
353,12052000_12052000_11892,12052000_12052000_11892,,work,2,1900-01-01 08:12:51,1900-01-01 16:34:27,8:21:36,
354,12052000_12052000_11892,12052000_12052000_11892,,home,3,1900-01-01 16:34:27,1900-01-02 00:00:00,7:25:33,
355,12052000_12052000_11899,12052000_12052000_11899,,home,1,1900-01-01 00:00:00,1900-01-01 06:17:13,6:17:13,
356,12052000_12052000_11899,12052000_12052000_11899,,work,2,1900-01-01 06:17:13,1900-01-01 15:30:22,9:13:09,
357,12052000_12052000_11899,12052000_12052000_11899,,home,3,1900-01-01 16:30:09,1900-01-02 00:00:00,7:29:51,
358,12052000_12052000_11910,12052000_12052000_11910,,home,1,1900-01-01 00:00:00,1900-01-01 08:09:40,8:09:40,
359,12052000_12052000_11910,12052000_12052000_11910,,work,2,1900-01-01 08:09:40,1900-01-01 16:10:20,8:00:40,
360,12052000_12052000_11910,12052000_12052000_11910,,home,3,1900-01-01 16:10:20,1900-01-02 00:00:00,7:49:40,
361,12052000_12052000_11912,12052000_12052000_11912,,home,1,1900-01-01 00:00:00,1900-01-01 06:52:49,6:52:49,
362,12052000_12052000_11912,12052000_12052000_11912,,work,2,1900-01-01 06:52:49,1900-01-01 07:18:39,0:25:50,
363,12052000_12052000_11912,12052000_12052000_11912,,work,3,1900-01-01 07:18:39,1900-01-01 15:06:51,7:48:12,
364,12052000_12052000_11912,12052000_12052000_11912,,work,4,1900-01-01 15:06:51,1900-01-01 15:34:07,0:27:16,
365,12052000_12052000_11912,12052000_12052000_11912,,home,5,1900-01-01 15:34:07,1900-01-02 00:00:00,8:25:53,
366,12052000_12052000_11950,12052000_12052000_11950,,home,1,1900-01-01 00:00:00,1900-01-01 06:34:19,6:34:19,
367,12052000_12052000_11950,12052000_12052000_11950,,work,2,1900-01-01 06:34:19,1900-01-01 14:55:41,8:21:22,
368,12052000_12052000_11950,12052000_12052000_11950,,home,3,1900-01-01 14:55:41,1900-01-02 00:00:00,9:04:19,
369,12052000_12052000_11959,12052000_12052000_11959,,home,1,1900-01-01 00:00:00,1900-01-01 08:09:39,8:09:39,
370,12052000_12052000_11959,12052000_12052000_11959,,work,2,1900-01-01 08:52:34,1900-01-01 07:47:53,"-1 day, 22:55:19",
371,12052000_12052000_11959,12052000_12052000_11959,,work,3,1900-01-01 07:47:53,1900-01-01 16:29:31,8:41:38,
372,12052000_12052000_11959,12052000_12052000_11959,,work,4,1900-01-01 16:29:31,1900-01-01 16:32:11,0:02:40,
373,12052000_12052000_11959,12052000_12052000_11959,,home,5,1900-01-01 17:15:06,1900-01-02 00:00:00,6:44:54,
374,12052000_12052000_1196,12052000_12052000_1196,,home,1,1900-01-01 00:00:00,1900-01-01 07:52:06,7:52:06,
375,12052000_12052000_1196,12052000_12052000_1196,,work,2,1900-01-01 07:52:06,1900-01-01 16:20:21,8:28:15,
376,12052000_12052000_1196,12052000_12052000_1196,,home,3,1900-01-01 16:20:21,1900-01-02 00:00:00,7:39:39,
377,12052000_12052000_11971,12052000_12052000_11971,,home,1,1900-01-01 00:00:00,1900-01-01 08:19:14,8:19:14,
378,12052000_12052000_11971,12052000_12052000_11971,,work,2,1900-01-01 08:19:14,1900-01-01 09:00:37,0:41:23,
379,12052000_12052000_11971,12052000_12052000_11971,,work,3,1900-01-01 09:00:37,1900-01-01 16:49:16,7:48:39,
380,12052000_12052000_11971,12052000_12052000_11971,,work,4,1900-01-01 16:49:16,1900-01-01 16:41:37,"-1 day, 23:52:21",
381,12052000_12052000_11971,12052000_12052000_11971,,home,5,1900-01-01 16:41:37,1900-01-02 00:00:00,7:18:23,
382,12052000_12052000_11977,12052000_12052000_11977,,home,1,1900-01-01 00:00:00,1900-01-01 06:26:08,6:26:08,
383,12052000_12052000_11977,12052000_12052000_11977,,work,2,1900-01-01 06:26:08,1900-01-01 15:27:02,9:00:54,
384,12052000_12052000_11977,12052000_12052000_11977,,home,3,1900-01-01 15:27:02,1900-01-02 00:00:00,8:32:58,
385,12052000_12052000_12033,12052000_12052000_12033,,home,1,1900-01-01 00:00:00,1900-01-01 06:27:52,6:27:52,
386,12052000_12052000_12033,12052000_12052000_12033,,work,2,1900-01-01 07:31:24,1900-01-01 15:31:05,7:59:41,
387,12052000_12052000_12033,12052000_12052000_12033,,home,3,1900-01-01 16:34:37,1900-01-02 00:00:00,7:25:23,
388,12052000_12052000_12055,12052000_12052000_12055,,home,1,1900-01-01 00:00:00,1900-01-01 06:32:24,6:32:24,
389,12052000_12052000_12055,12052000_12052000_12055,,work,2,1900-01-01 06:32:24,1900-01-01 14:17:59,7:45:35,
390,12052000_12052000_12055,12052000_12052000_12055,,home,3,1900-01-01 14:17:59,1900-01-02 00:00:00,9:42:01,
391,12052000_12052000_12149,12052000_12052000_12149,,home,1,1900-01-01 00:00:00,1900-01-01 07:46:14,7:46:14,
392,12052000_12052000_12149,12052000_12052000_12149,,work,2,1900-01-01 08:29:03,1900-01-01 08:28:26,"-1 day, 23:59:23",
393,12052000_12052000_12149,12052000_12052000_12149,,work,3,1900-01-01 08:47:12,1900-01-01 16:20:05,7:32:53,
394,12052000_12052000_12149,12052000_12052000_12149,,work,4,1900-01-01 16:38:51,1900-01-01 15:04:41,"-1 day, 22:25:50",
395,12052000_12052000_12149,12052000_12052000_12149,,home,5,1900-01-01 15:47:30,1900-01-02 00:00:00,8:12:30,
396,12052000_12052000_12167,12052000_12052000_12167,,home,1,1900-01-01 00:00:00,1900-01-01 06:41:21,6:41:21,
397,12052000_12052000_12167,12052000_12052000_12167,,work,2,1900-01-01 07:01:56,1900-01-01 14:57:21,7:55:25,
398,12052000_12052000_12167,12052000_12052000_12167,,home,3,1900-01-01 15:17:56,1900-01-02 00:00:00,8:42:04,
399,12052000_12052000_12181,12052000_12052000_12181,,home,1,1900-01-01 00:00:00,1900-01-01 07:01:48,7:01:48,
400,12052000_12052000_12181,12052000_12052000_12181,,work,2,1900-01-01 07:07:09,1900-01-01 07:30:21,0:23:12,
401,12052000_12052000_12181,12052000_12052000_12181,,work,3,1900-01-01 07:49:47,1900-01-01 15:05:44,7:15:57,
402,12052000_12052000_12181,12052000_12052000_12181,,work,4,1900-01-01 15:25:10,1900-01-01 15:30:21,0:05:11,
403,12052000_12052000_12181,12052000_12052000_12181,,home,5,1900-01-01 15:35:42,1900-01-02 00:00:00,8:24:18,
404,12052000_12052000_12193,12052000_12052000_12193,,home,1,1900-01-01 00:00:00,1900-01-01 07:41:34,7:41:34,
405,12052000_12052000_12193,12052000_12052000_12193,,work,2,1900-01-01 07:51:21,1900-01-01 08:10:40,0:19:19,
406,12052000_12052000_12193,12052000_12052000_12193,,work,3,1900-01-01 08:10:40,1900-01-01 16:04:15,7:53:35,
407,12052000_12052000_12193,12052000_12052000_12193,,work,4,1900-01-01 16:04:15,1900-01-01 16:31:20,0:27:05,
408,12052000_12052000_12193,12052000_12052000_12193,,home,5,1900-01-01 16:41:07,1900-01-02 00:00:00,7:18:53,
409,12052000_12052000_12213,12052000_12052000_12213,,home,1,1900-01-01 00:00:00,1900-01-01 07:36:06,7:36:06,
410,12052000_12052000_12213,12052000_12052000_12213,,work,2,1900-01-01 07:47:20,1900-01-01 15:15:52,7:28:32,
411,12052000_12052000_12213,12052000_12052000_12213,,home,3,1900-01-01 15:27:06,1900-01-02 00:00:00,8:32:54,
412,12052000_12052000_12221,12052000_12052000_12221,,home,1,1900-01-01 00:00:00,1900-01-01 08:01:41,8:01:41,
413,12052000_12052000_12221,12052000_12052000_12221,,work,2,1900-01-01 08:01:41,1900-01-01 16:55:57,8:54:16,
