,pid,hid,freq,ozone,dzone,purp,origin activity,destination activity,mode,seq,tst,tet,duration
200,12052000_12052000_11393,12052000_12052000_11393,,,,work,home,work,drt,1,1900-01-01 07:40:07,1900-01-01 07:40:07,0:00:00
201,12052000_12052000_11393,12052000_12052000_11393,,,,,work,home,drt,2,1900-01-01 16:46:12,1900-01-01 16:46:12,0:00:00
202,12052000_12052000_11400,12052000_12052000_11400,,,,work,home,work,drt,1,1900-01-01 07:40:37,1900-01-01 08:29:34,0:48:57
203,12052000_12052000_11400,12052000_12052000_11400,,,,,work,home,drt,2,1900-01-01 16:21:49,1900-01-01 17:10:46,0:48:57
204,12052000_12052000_11414,12052000_12052000_11414,,,,work,home,work,drt,1,1900-01-01 07:01:50,1900-01-01 07:01:50,0:00:00
205,12052000_12052000_11414,12052000_12052000_11414,,,,,work,home,drt,2,1900-01-01 16:00:20,1900-01-01 16:00:20,0:00:00
206,12052000_12052000_11473,12052000_12052000_11473,,,,work,home,work,drt,1,1900-01-01 07:26:05,1900-01-01 07:26:05,0:00:00
207,12052000_12052000_11473,12052000_12052000_11473,,,,,work,home,drt,2,1900-01-01 15:12:57,1900-01-01 15:12:57,0:00:00
208,12052000_12052000_11478,12052000_12052000_11478,,,,work,home,work,drt,1,1900-01-01 06:54:04,1900-01-01 07:24:25,0:30:21
209,12052000_12052000_11478,12052000_12052000_11478,,,,,work,home,drt,2,1900-01-01 17:05:25,1900-01-01 17:35:46,0:30:21
210,12052000_12052000_11508,12052000_12052000_11508,,,,work,home,work,drt,1,1900-01-01 08:12:55,1900-01-01 08:12:55,0:00:00
211,12052000_12052000_11508,12052000_12052000_11508,,,,,work,home,drt,2,1900-01-01 17:16:13,1900-01-01 17:16:13,0:00:00
212,12052000_12052000_11528,12052000_12052000_11528,,,,work,home,work,drt,1,1900-01-01 07:18:00,1900-01-01 07:18:00,0:00:00
213,12052000_12052000_11528,12052000_12052000_11528,,,,work,work,work,drt,2,1900-01-01 07:43:00,1900-01-01 07:43:00,0:00:00
214,12052000_12052000_11528,12052000_12052000_11528,,,,work,work,work,drt,3,1900-01-01 15:28:53,1900-01-01 15:28:53,0:00:00
215,12052000_12052000_11528,12052000_12052000_11528,,,,,work,home,drt,4,1900-01-01 15:57:25,1900-01-01 15:57:25,0:00:00
216,12052000_12052000_11536,12052000_12052000_11536,,,,work,home,work,drt,1,1900-01-01 06:09:44,1900-01-01 06:09:44,0:00:00
217,12052000_12052000_11536,12052000_12052000_11536,,,,,work,home,drt,2,1900-01-01 14:23:04,1900-01-01 14:23:04,0:00:00
218,12052000_12052000_11605,12052000_12052000_11605,,,,work,home,work,drt,1,1900-01-01 07:14:46,1900-01-01 07:14:46,0:00:00
219,12052000_12052000_11605,12052000_12052000_11605,,,,,work,home,drt,2,1900-01-01 15:19:56,1900-01-01 15:19:56,0:00:00
220,12052000_12052000_11618,12052000_12052000_11618,,,,work,home,work,drt,1,1900-01-01 06:50:30,1900-01-01 06:50:30,0:00:00
221,12052000_12052000_11618,12052000_12052000_11618,,,,,work,home,drt,2,1900-01-01 14:53:34,1900-01-01 14:53:34,0:00:00
222,12052000_12052000_11681,12052000_12052000_11681,,,,work,home,work,drt,1,1900-01-01 07:55:23,1900-01-01 07:55:23,0:00:00
223,12052000_12052000_11681,12052000_12052000_11681,,,,home,work,home,drt,2,1900-01-01 16:10:37,1900-01-01 16:10:37,0:00:00
224,12052000_12052000_11681,12052000_12052000_11681,,,,work,home,work,drt,3,1900-01-01 17:35:20,1900-01-01 17:41:04,0:05:44
225,12052000_12052000_11681,12052000_12052000_11681,,,,,work,home,drt,4,1900-01-01 19:17:05,1900-01-01 19:22:49,0:05:44
226,12052000_12052000_11682,12052000_12052000_11682,,,,work,home,work,drt,1,1900-01-01 07:25:22,1900-01-01 07:25:22,0:00:00
227,12052000_12052000_11682,12052000_12052000_11682,,,,,work,home,drt,2,1900-01-01 16:21:46,1900-01-01 16:21:46,0:00:00
228,12052000_12052000_11735,12052000_12052000_11735,,,,work,home,work,drt,1,1900-01-01 07:13:08,1900-01-01 07:13:08,0:00:00
229,12052000_12052000_11735,12052000_12052000_11735,,,,,work,home,drt,2,1900-01-01 15:00:50,1900-01-01 15:00:50,0:00:00
230,12052000_12052000_11772,12052000_12052000_11772,,,,work,home,work,drt,1,1900-01-01 08:21:10,1900-01-01 08:21:10,0:00:00
231,12052000_12052000_11772,12052000_12052000_11772,,,,,work,home,drt,2,1900-01-01 15:15:38,1900-01-01 15:15:38,0:00:00
232,12052000_12052000_11792,12052000_12052000_11792,,,,work,home,work,drt,1,1900-01-01 07:22:22,1900-01-01 07:22:22,0:00:00
233,12052000_12052000_11792,12052000_12052000_11792,,,,work,work,work,drt,2,1900-01-01 08:12:27,1900-01-01 08:12:27,0:00:00
234,12052000_12052000_11792,12052000_12052000_11792,,,,work,work,work,drt,3,1900-01-01 15:43:36,1900-01-01 15:43:36,0:00:00
235,12052000_12052000_11792,12052000_12052000_11792,,,,,work,home,drt,4,1900-01-01 15:54:43,1900-01-01 15:54:43,0:00:00
236,12052000_12052000_11823,12052000_12052000_11823,,,,work,home,work,drt,1,1900-01-01 06:42:40,1900-01-01 06:42:40,0:00:00
237,12052000_12052000_11823,12052000_12052000_11823,,,,,work,home,drt,2,1900-01-01 15:03:56,1900-01-01 15:03:56,0:00:00
238,12052000_12052000_11836,12052000_12052000_11836,,,,work,home,work,drt,1,1900-01-01 07:09:50,1900-01-01 07:09:50,0:00:00
239,12052000_12052000_11836,12052000_12052000_11836,,,,,work,home,drt,2,1900-01-01 15:06:20,1900-01-01 15:06:20,0:00:00
240,12052000_12052000_11864,12052000_12052000_11864,,,,work,home,work,drt,1,1900-01-01 06:54:55,1900-01-01 06:54:55,0:00:00
241,12052000_12052000_11864,12052000_12052000_11864,,,,,work,home,drt,2,1900-01-01 15:32:24,1900-01-01 15:32:24,0:00:00
242,12052000_12052000_11873,12052000_12052000_11873,,,,work,home,work,drt,1,1900-01-01 06:07:06,1900-01-01 06:07:06,0:00:00
243,12052000_12052000_11873,12052000_12052000_11873,,,,,work,home,drt,2,1900-01-01 14:48:27,1900-01-01 15:28:06,0:39:39
244,12052000_12052000_11879,12052000_12052000_11879,,,,work,home,work,drt,1,1900-01-01 06:58:41,1900-01-01 06:58:41,0:00:00
245,12052000_12052000_11879,12052000_12052000_11879,,,,,work,home,drt,2,1900-01-01 15:42:41,1900-01-01 15:42:41,0:00:00
246,12052000_12052000_11892,12052000_12052000_11892,,,,work,home,work,drt,1,1900-01-01 08:12:51,1900-01-01 08:12:51,0:00:00
247,12052000_12052000_11892,12052000_12052000_11892,,,,,work,home,drt,2,1900-01-01 16:34:27,1900-01-01 16:34:27,0:00:00
248,12052000_12052000_11899,12052000_12052000_11899,,,,work,home,work,drt,1,1900-01-01 06:17:13,1900-01-01 06:17:13,0:00:00
249,12052000_12052000_11899,12052000_12052000_11899,,,,,work,home,drt,2,1900-01-01 15:30:22,1900-01-01 16:30:09,0:59:47
250,12052000_12052000_11910,12052000_12052000_11910,,,,work,home,work,drt,1,1900-01-01 08:09:40,1900-01-01 08:09:40,0:00:00
251,12052000_12052000_11910,12052000_12052000_11910,,,,,work,home,drt,2,1900-01-01 16:10:20,1900-01-01 16:10:20,0:00:00
252,12052000_12052000_11912,12052000_12052000_11912,,,,work,home,work,drt,1,1900-01-01 06:52:49,1900-01-01 06:52:49,0:00:00
253,12052000_12052000_11912,12052000_12052000_11912,,,,work,work,work,drt,2,1900-01-01 07:18:39,1900-01-01 07:18:39,0:00:00
254,12052000_12052000_11912,12052000_12052000_11912,,,,work,work,work,drt,3,1900-01-01 15:06:51,1900-01-01 15:06:51,0:00:00
255,12052000_12052000_11912,12052000_12052000_11912,,,,,work,home,drt,4,1900-01-01 15:34:07,1900-01-01 15:34:07,0:00:00
256,12052000_12052000_11950,12052000_12052000_11950,,,,work,home,work,drt,1,1900-01-01 06:34:19,1900-01-01 06:34:19,0:00:00
257,12052000_12052000_11950,12052000_12052000_11950,,,,,work,home,drt,2,1900-01-01 14:55:41,1900-01-01 14:55:41,0:00:00
258,12052000_12052000_11959,12052000_12052000_11959,,,,work,home,work,drt,1,1900-01-01 08:09:39,1900-01-01 08:52:34,0:42:55
259,12052000_12052000_11959,12052000_12052000_11959,,,,work,work,work,drt,2,1900-01-01 07:47:53,1900-01-01 07:47:53,0:00:00
260,12052000_12052000_11959,12052000_12052000_11959,,,,work,work,work,drt,3,1900-01-01 16:29:31,1900-01-01 16:29:31,0:00:00
261,12052000_12052000_11959,12052000_12052000_11959,,,,,work,home,drt,4,1900-01-01 16:32:11,1900-01-01 17:15:06,0:42:55
262,12052000_12052000_1196,12052000_12052000_1196,,,,work,home,work,drt,1,1900-01-01 07:52:06,1900-01-01 07:52:06,0:00:00
263,12052000_12052000_1196,12052000_12052000_1196,,,,,work,home,drt,2,1900-01-01 16:20:21,1900-01-01 16:20:21,0:00:00
264,12052000_12052000_11971,12052000_12052000_11971,,,,work,home,work,drt,1,1900-01-01 08:19:14,1900-01-01 08:19:14,0:00:00
265,12052000_12052000_11971,12052000_12052000_11971,,,,work,work,work,drt,2,1900-01-01 09:00:37,1900-01-01 09:00:37,0:00:00
266,12052000_12052000_11971,12052000_12052000_11971,,,,work,work,work,drt,3,1900-01-01 16:49:16,1900-01-01 16:49:16,0:00:00
267,12052000_12052000_11971,12052000_12052000_11971,,,,,work,home,drt,4,1900-01-01 16:41:37,1900-01-01 16:41:37,0:00:00
268,12052000_12052000_11977,12052000_12052000_11977,,,,work,home,work,drt,1,1900-01-01 06:26:08,1900-01-01 06:26:08,0:00:00
269,12052000_12052000_11977,12052000_12052000_11977,,,,,work,home,drt,2,1900-01-01 15:27:02,1900-01-01 15:27:02,0:00:00
270,12052000_12052000_12033,12052000_12052000_12033,,,,work,home,work,drt,1,1900-01-01 06:27:52,1900-01-01 07:31:24,1:03:32
271,12052000_12052000_12033,12052000_12052000_12033,,,,,work,home,drt,2,1900-01-01 15:31:05,1900-01-01 16:34:37,1:03:32
272,12052000_12052000_12055,12052000_12052000_12055,,,,work,home,work,drt,1,1900-01-01 06:32:24,1900-01-01 06:32:24,0:00:00
273,12052000_12052000_12055,12052000_12052000_12055,,,,,work,home,drt,2,1900-01-01 14:17:59,1900-01-01 14:17:59,0:00:00
274,12052000_12052000_12149,12052000_12052000_12149,,,,work,home,work,drt,1,1900-01-01 07:46:14,1900-01-01 08:29:03,0:42:49
275,12052000_12052000_12149,12052000_12052000_12149,,,,work,work,work,drt,2,1900-01-01 08:28:26,1900-01-01 08:47:12,0:18:46
276,12052000_12052000_12149,12052000_12052000_12149,,,,work,work,work,drt,3,1900-01-01 16:20:05,1900-01-01 16:38:51,0:18:46
277,12052000_12052000_12149,12052000_12052000_12149,,,,,work,home,drt,4,1900-01-01 15:04:41,1900-01-01 15:47:30,0:42:49
278,12052000_12052000_12167,12052000_12052000_12167,,,,work,home,work,drt,1,1900-01-01 06:41:21,1900-01-01 07:01:56,0:20:35
279,12052000_12052000_12167,12052000_12052000_12167,,,,,work,home,drt,2,1900-01-01 14:57:21,1900-01-01 15:17:56,0:20:35
280,12052000_12052000_12181,12052000_12052000_12181,,,,work,home,work,drt,1,1900-01-01 07:01:48,1900-01-01 07:07:09,0:05:21
281,12052000_12052000_12181,12052000_12052000_12181,,,,work,work,work,drt,2,1900-01-01 07:30:21,1900-01-01 07:49:47,0:19:26
282,12052000_12052000_12181,12052000_12052000_12181,,,,work,work,work,drt,3,1900-01-01 15:05:44,1900-01-01 15:25:10,0:19:26
283,12052000_12052000_12181,12052000_12052000_12181,,,,,work,home,drt,4,1900-01-01 15:30:21,1900-01-01 15:35:42,0:05:21
284,12052000_12052000_12193,12052000_12052000_12193,,,,work,home,work,drt,1,1900-01-01 07:41:34,1900-01-01 07:51:21,0:09:47
285,12052000_12052000_12193,12052000_12052000_12193,,,,work,work,work,drt,2,1900-01-01 08:10:40,1900-01-01 08:10:40,0:00:00
286,12052000_12052000_12193,12052000_12052000_12193,,,,work,work,work,drt,3,1900-01-01 16:04:15,1900-01-01 16:04:15,0:00:00
287,12052000_12052000_12193,12052000_12052000_12193,,,,,work,home,drt,4,1900-01-01 16:31:20,1900-01-01 16:41:07,0:09:47
288,12052000_12052000_12213,12052000_12052000_12213,,,,work,home,work,drt,1,1900-01-01 07:36:06,1900-01-01 07:47:20,0:11:14
289,12052000_12052000_12213,12052000_12052000_12213,,,,,work,home,drt,2,1900-01-01 15:15:52,1900-01-01 15:27:06,0:11:14
290,12052000_12052000_12221,12052000_12052000_12221,,,,work,home,work,drt,1,1900-01-01 08:01:41,1900-01-01 08:01:41,0:00:00
291,12052000_12052000_12221,12052000_12052000_12221,,,,,work,home,drt,2,1900-01-01 16:55:57,1900-01-01 16:55:57,0:00:00
292,12052000_12052000_12235,12052000_12052000_12235,,,,work,home,work,drt,1,1900-01-01 06:44:33,1900-01-01 07:03:02,0:18:29
293,12052000_12052000_12235,12052000_12052000_12235,,,,work,work,work,drt,2,1900-01-01 07:23:12,1900-01-01 07:23:12,0:00:00
294,12052000_12052000_12235,12052000_12052000_12235,,,,work,work,work,drt,3,1900-01-01 15:34:29,1900-01-01 15:34:29,0:00:00
295,12052000_12052000_12235,12052000_12052000_12235,,,,,work,home,drt,4,1900-01-01 16:21:18,1900-01-01 16:39:47,0:18:29
296,12052000_12052000_12244,12052000_12052000_12244,,,,work,home,work,drt,1,1900-01-01 07:49:29,1900-01-01 07:49:29,0:00:00
297,12052000_12052000_12244,12052000_12052000_12244,,,,,work,home,drt,2,1900-01-01 16:21:45,1900-01-01 16:21:45,0:00:00
298,12052000_12052000_1227,12052000_12052000_1227,,,,work,home,work,drt,1,1900-01-01 07:04:42,1900-01-01 07:04:42,0:00:00
299,12052000_12052000_1227,12052000_12052000_1227,,,,,work,home,drt,2,1900-01-01 15:22:41,1900-01-01 15:22:41,0:00:00
300,12052000_12052000_12282,12052000_12052000_12282,,,,work,home,work,drt,1,1900-01-01 07:38:46,1900-01-01 07:38:46,0:00:00
301,12052000_12052000_12282,12052000_12052000_12282,,,,,work,home,drt,2,1900-01-01 17:12:20,1900-01-01 17:12:20,0:00:00
302,12052000_12052000_123,12052000_12052000_123,,,,work,home,work,drt,1,1900-01-01 06:45:22,1900-01-01 06:45:22,0:00:00
303,12052000_12052000_123,12052000_12052000_123,,,,,work,home,drt,2,1900-01-01 14:54:00,1900-01-01 14:54:00,0:00:00
304,12052000_12052000_12335,12052000_12052000_12335,,,,work,home,work,drt,1,1900-01-01 07:18:56,1900-01-01 08:02:00,0:43:04
305,12052000_12052000_12335,12052000_12052000_12335,,,,,work,home,drt,2,1900-01-01 16:39:14,1900-01-01 17:22:18,0:43:04
306,12052000_12052000_12339,12052000_12052000_12339,,,,work,home,work,drt,1,1900-01-01 06:42:24,1900-01-01 06:42:24,0:00:00
307,12052000_12052000_12339,12052000_12052000_12339,,,,,work,home,drt,2,1900-01-01 15:46:09,1900-01-01 15:46:09,0:00:00
308,12052000_12052000_12384,12052000_12052000_12384,,,,work,home,work,drt,1,1900-01-01 07:01:55,1900-01-01 07:01:55,0:00:00
309,12052000_12052000_12384,12052000_12052000_12384,,,,,work,home,drt,2,1900-01-01 15:15:58,1900-01-01 15:15:58,0:00:00
310,12052000_12052000_12390,12052000_12052000_12390,,,,work,home,work,drt,1,1900-01-01 06:47:15,1900-01-01 06:47:15,0:00:00
311,12052000_12052000_12390,12052000_12052000_12390,,,,,work,home,drt,2,1900-01-01 14:53:30,1900-01-01 14:53:30,0:00:00
312,12052000_12052000_12410,12052000_12052000_12410,,,,work,home,work,drt,1,1900-01-01 06:51:48,1900-01-01 06:57:15,0:05:27
313,12052000_12052000_12410,12052000_12052000_12410,,,,work,work,work,drt,2,1900-01-01 06:55:14,1900-01-01 06:55:14,0:00:00
314,12052000_12052000_12410,12052000_12052000_12410,,,,work,work,work,drt,3,1900-01-01 16:33:07,1900-01-01 16:33:07,0:00:00
315,12052000_12052000_12410,12052000_12052000_12410,,,,,work,home,drt,4,1900-01-01 14:18:07,1900-01-01 14:23:34,0:05:27
316,12052000_12052000_12412,12052000_12052000_12412,,,,work,home,work,drt,1,1900-01-01 06:37:08,1900-01-01 07:18:53,0:41:45
317,12052000_12052000_12412,12052000_12052000_12412,,,,,work,home,drt,2,1900-01-01 14:40:20,1900-01-01 14:40:20,0:00:00
318,12052000_12052000_12533,12052000_12052000_12533,,,,work,home,work,drt,1,1900-01-01 07:29:08,1900-01-01 07:29:08,0:00:00
319,12052000_12052000_12533,12052000_12052000_12533,,,,work,work,work,drt,2,1900-01-01 08:12:50,1900-01-01 08:12:50,0:00:00
320,12052000_12052000_12533,12052000_12052000_12533,,,,work,work,work,drt,3,1900-01-01 15:33:39,1900-01-01 15:33:39,0:00:00
321,12052000_12052000_12533,12052000_12052000_12533,,,,,work,home,drt,4,1900-01-01 16:09:17,1900-01-01 16:09:17,0:00:00
322,12052000_12052000_12552,12052000_12052000_12552,,,,work,home,work,drt,1,1900-01-01 08:54:30,1900-01-01 08:54:30,0:00:00
323,12052000_12052000_12552,12052000_12052000_12552,,,,,work,home,drt,2,1900-01-01 16:43:03,1900-01-01 16:43:03,0:00:00
324,12052000_12052000_12566,12052000_12052000_12566,,,,work,home,work,drt,1,1900-01-01 08:13:41,1900-01-01 08:13:41,0:00:00
325,12052000_12052000_12566,12052000_12052000_12566,,,,,work,home,drt,2,1900-01-01 16:20:07,1900-01-01 16:20:07,0:00:00
326,12052000_12052000_12575,12052000_12052000_12575,,,,work,home,work,drt,1,1900-01-01 06:36:11,1900-01-01 06:36:11,0:00:00
327,12052000_12052000_12575,12052000_12052000_12575,,,,,work,home,drt,2,1900-01-01 17:20:59,1900-01-01 17:20:59,0:00:00
328,12052000_12052000_1258,12052000_12052000_1258,,,,work,home,work,drt,1,1900-01-01 07:33:22,1900-01-01 07:33:22,0:00:00
329,12052000_12052000_1258,12052000_12052000_1258,,,,work,work,work,drt,2,1900-01-01 07:32:05,1900-01-01 07:32:05,0:00:00
330,12052000_12052000_1258,12052000_12052000_1258,,,,work,work,work,drt,3,1900-01-01 16:03:22,1900-01-01 16:03:22,0:00:00
331,12052000_12052000_1258,12052000_12052000_1258,,,,,work,home,drt,4,1900-01-01 16:38:53,1900-01-01 16:38:53,0:00:00
332,12052000_12052000_12580,12052000_12052000_12580,,,,work,home,work,drt,1,1900-01-01 06:21:43,1900-01-01 06:21:43,0:00:00
333,12052000_12052000_12580,12052000_12052000_12580,,,,,work,home,drt,2,1900-01-01 15:06:12,1900-01-01 15:06:12,0:00:00
334,12052000_12052000_12587,12052000_12052000_12587,,,,work,home,work,drt,1,1900-01-01 06:47:32,1900-01-01 06:47:32,0:00:00
335,12052000_12052000_12587,12052000_12052000_12587,,,,,work,home,drt,2,1900-01-01 15:20:44,1900-01-01 15:20:44,0:00:00
336,12052000_12052000_1261,12052000_12052000_1261,,,,work,home,work,drt,1,1900-01-01 08:14:25,1900-01-01 08:14:25,0:00:00
337,12052000_12052000_1261,12052000_12052000_1261,,,,,work,home,drt,2,1900-01-01 16:02:53,1900-01-01 16:02:53,0:00:00
338,12052000_12052000_12622,12052000_12052000_12622,,,,work,home,work,drt,1,1900-01-01 08:14:02,1900-01-01 08:37:48,0:23:46
339,12052000_12052000_12622,12052000_12052000_12622,,,,,work,home,drt,2,1900-01-01 17:07:57,1900-01-01 17:31:43,0:23:46
340,12052000_12052000_1265,12052000_12052000_1265,,,,work,home,work,drt,1,1900-01-01 07:23:11,1900-01-01 08:00:30,0:37:19
341,12052000_12052000_1265,12052000_12052000_1265,,,,,work,home,drt,2,1900-01-01 15:52:54,1900-01-01 16:30:13,0:37:19
342,12052000_12052000_12655,12052000_12052000_12655,,,,work,home,work,drt,1,1900-01-01 07:14:01,1900-01-01 07:48:25,0:34:24
343,12052000_12052000_12655,12052000_12052000_12655,,,,,work,home,drt,2,1900-01-01 15:24:29,1900-01-01 15:58:53,0:34:24
344,12052000_12052000_1268,12052000_12052000_1268,,,,work,home,work,drt,1,1900-01-01 07:46:40,1900-01-01 07:46:40,0:00:00
345,12052000_12052000_1268,12052000_12052000_1268,,,,,work,home,drt,2,1900-01-01 16:07:21,1900-01-01 16:07:21,0:00:00
346,12052000_12052000_1269,12052000_12052000_1269,,,,work,home,work,drt,1,1900-01-01 06:32:51,1900-01-01 06:32:51,0:00:00
347,12052000_12052000_1269,12052000_12052000_1269,,,,,work,home,drt,2,1900-01-01 15:21:42,1900-01-01 15:21:42,0:00:00
348,12052000_12052000_12750,12052000_12052000_12750,,,,work,home,work,drt,1,1900-01-01 08:01:10,1900-01-01 08:01:10,0:00:00
349,12052000_12052000_12750,12052000_12052000_12750,,,,work,work,work,drt,2,1900-01-01 08:35:29,1900-01-01 09:19:25,0:43:56
350,12052000_12052000_12750,12052000_12052000_12750,,,,work,work,work,drt,3,1900-01-01 15:45:34,1900-01-01 15:45:34,0:00:00
351,12052000_12052000_12750,12052000_12052000_12750,,,,,work,home,drt,4,1900-01-01 16:19:48,1900-01-01 16:19:48,0:00:00
352,12052000_12052000_12756,12052000_12052000_12756,,,,work,home,work,drt,1,1900-01-01 08:05:58,1900-01-01 08:05:58,0:00:00
353,12052000_12052000_12756,12052000_12052000_12756,,,,,work,home,drt,2,1900-01-01 15:50:32,1900-01-01 15:50:32,0:00:00
354,12052000_12052000_1277,12052000_12052000_1277,,,,work,home,work,drt,1,1900-01-01 07:14:59,1900-01-01 07:14:59,0:00:00
355,12052000_12052000_1277,12052000_12052000_1277,,,,,work,home,drt,2,1900-01-01 16:06:39,1900-01-01 16:06:39,0:00:00
356,12052000_12052000_12792,12052000_12052000_12792,,,,work,home,work,drt,1,1900-01-01 07:10:01,1900-01-01 07:10:01,0:00:00
357,12052000_12052000_12792,12052000_12052000_12792,,,,,work,home,drt,2,1900-01-01 15:02:59,1900-01-01 15:02:59,0:00:00
358,12052000_12052000_12800,12052000_12052000_12800,,,,work,home,work,drt,1,1900-01-01 07:31:55,1900-01-01 07:31:55,0:00:00
359,12052000_12052000_12800,12052000_12052000_12800,,,,,work,home,drt,2,1900-01-01 15:11:47,1900-01-01 15:11:47,0:00:00
360,12052000_12052000_12811,12052000_12052000_12811,,,,work,home,work,drt,1,1900-01-01 07:41:07,1900-01-01 07:41:07,0:00:00
361,12052000_12052000_12811,12052000_12052000_12811,,,,,work,home,drt,2,1900-01-01 15:41:48,1900-01-01 15:41:48,0:00:00
362,12052000_12052000_12840,12052000_12052000_12840,,,,work,home,work,drt,1,1900-01-01 06:41:34,1900-01-01 06:41:34,0:00:00
363,12052000_12052000_12840,12052000_12052000_12840,,,,,work,home,drt,2,1900-01-01 14:53:43,1900-01-01 14:53:43,0:00:00
364,12052000_12052000_12853,12052000_12052000_12853,,,,work,home,work,drt,1,1900-01-01 06:36:35,1900-01-01 06:36:35,0:00:00
365,12052000_12052000_12853,12052000_12052000_12853,,,,,work,home,drt,2,1900-01-01 14:25:30,1900-01-01 14:25:30,0:00:00
366,12052000_12052000_12897,12052000_12052000_12897,,,,work,home,work,drt,1,1900-01-01 06:59:15,1900-01-01 07:07:21,0:08:06
367,12052000_12052000_12897,12052000_12052000_12897,,,,,work,home,drt,2,1900-01-01 15:45:34,1900-01-01 15:53:40,0:08:06
368,12052000_12052000_12898,12052000_12052000_12898,,,,work,home,work,drt,1,1900-01-01 07:28:07,1900-01-01 07:28:07,0:00:00
